student_id,attendance,midterm_marks,assignment_score,lab_performance,mathematics,programming,dbms,english,operating_systems,performance_label
STU1525,35,41,37,25,22,27,36,41,25,Weak
STU1526,62,63,58,68,58,60,60,46,49,Average
STU1527,57,46,36,25,36,38,23,47,19,Weak
STU1528,64,63,67,48,63,65,58,55,45,Average
STU1529,61,36,28,23,40,42,31,38,43,Weak
STU1530,88,67,65,74,77,73,67,62,71,Good
STU1531,90,77,68,70,71,66,74,77,71,Good
STU1532,88,72,66,67,83,79,69,70,79,Good
STU1533,69,63,50,68,46,42,67,60,58,Average
STU1534,96,83,100,91,92,76,100,92,97,Excellent
STU1535,63,67,63,67,57,40,63,69,43,Average
STU1536,94,76,84,65,79,63,74,75,79,Good
STU1537,64,50,64,55,57,51,56,67,45,Average
STU1538,62,66,55,67,44,47,59,54,66,Average
STU1539,37,42,30,48,22,40,30,40,40,Weak
STU1540,87,65,69,73,75,59,60,69,78,Good
STU1541,71,56,54,57,49,61,67,53,48,Average
STU1542,50,43,34,21,40,45,37,44,29,Weak
STU1543,67,49,62,45,42,64,51,66,51,Average
STU1544,46,41,25,22,30,30,25,49,32,Weak
STU1545,90,100,92,96,83,91,93,88,90,Excellent
STU1546,43,34,27,48,32,36,46,46,30,Weak
STU1547,62,50,52,66,67,56,64,69,43,Average
STU1548,89,100,99,85,83,92,95,78,94,Excellent
STU1549,43,32,26,31,40,29,36,30,32,Weak
STU1550,76,47,66,64,45,42,67,60,53,Average
STU1551,46,26,30,37,18,17,21,32,23,Weak
STU1552,73,49,63,59,56,43,49,60,57,Average
STU1553,97,100,92,81,80,96,85,98,92,Excellent
STU1554,68,51,60,46,49,46,65,56,60,Average
STU1555,90,62,74,70,77,75,64,82,66,Good
STU1556,70,57,52,50,65,65,55,56,45,Average
STU1557,65,54,65,59,49,65,50,49,51,Average
STU1558,75,68,50,54,52,50,58,48,45,Average
STU1559,93,64,70,67,81,58,79,83,75,Good
STU1560,72,54,50,53,53,62,55,45,59,Average
STU1561,93,83,89,98,92,79,92,94,100,Excellent
STU1562,76,72,80,79,84,67,73,71,73,Good
STU1563,83,84,78,67,79,73,61,71,62,Good
STU1564,87,66,81,66,71,67,77,83,70,Good
STU1565,93,77,67,80,65,69,70,76,74,Good
STU1566,96,87,83,86,99,76,92,82,84,Excellent
STU1567,91,88,87,91,90,85,94,91,81,Excellent
STU1568,34,45,35,23,45,36,46,34,29,Weak
STU1569,90,73,74,71,72,77,64,64,74,Good
STU1570,88,79,83,77,69,78,64,81,79,Good
STU1571,63,46,69,60,59,44,63,48,54,Average
STU1572,76,72,75,68,81,77,79,76,63,Good
STU1573,87,93,85,85,97,89,92,99,97,Excellent
STU1574,63,62,65,49,61,62,52,49,63,Average
STU1575,71,46,60,54,50,49,48,48,60,Average
STU1576,77,84,83,66,79,67,61,63,76,Good
STU1577,75,58,54,65,52,63,42,55,64,Average
STU1578,91,100,94,97,89,91,78,85,78,Excellent
STU1579,69,51,49,54,65,43,53,63,52,Average
STU1580,40,32,22,31,20,24,44,36,39,Weak
STU1581,75,46,69,64,47,64,51,54,49,Average
STU1582,83,81,74,79,64,79,75,74,81,Good
STU1583,86,85,88,95,79,100,79,86,85,Excellent
STU1584,94,83,89,81,93,94,84,76,78,Excellent
STU1585,63,68,69,46,66,53,43,59,53,Average
STU1586,79,51,68,54,55,53,46,62,65,Average
STU1587,86,81,70,68,72,61,81,75,75,Good
STU1588,54,20,32,23,37,32,23,22,40,Weak
STU1589,95,90,84,83,98,82,96,88,84,Excellent
STU1590,90,86,95,96,90,97,91,81,91,Excellent
STU1591,96,91,88,94,89,76,82,87,97,Excellent
STU1592,73,59,58,45,62,42,58,63,55,Average
STU1593,91,82,92,99,80,79,86,80,99,Excellent
STU1594,64,69,55,67,42,59,53,67,52,Average
STU1595,53,30,48,41,43,30,20,39,31,Weak
STU1596,74,45,64,46,61,45,49,60,60,Average
STU1597,77,64,76,76,79,70,79,70,66,Good
STU1598,48,25,46,32,28,27,30,47,42,Weak
STU1599,94,74,77,75,78,65,79,69,69,Good
STU1600,78,67,58,57,50,59,65,63,57,Average
STU1601,96,89,93,90,87,85,83,76,88,Excellent
STU1602,80,73,84,70,76,67,60,64,67,Good
STU1603,79,66,62,68,48,50,48,48,66,Average
STU1604,65,58,59,55,60,60,46,58,62,Average
STU1605,87,84,84,68,70,74,66,75,70,Good
STU1606,83,82,77,82,70,72,81,80,60,Good
STU1607,73,47,64,47,57,53,61,57,56,Average
STU1608,78,50,57,59,62,61,61,50,64,Average
STU1609,81,81,81,82,76,66,69,71,66,Good
STU1610,77,50,67,45,42,51,62,46,45,Average
STU1611,70,66,51,45,48,57,50,47,49,Average
STU1612,93,63,82,84,70,71,77,77,62,Good
STU1613,78,64,81,71,75,71,75,68,68,Good
STU1614,59,41,30,21,29,26,47,23,35,Weak
STU1615,81,60,77,70,65,69,67,83,78,Good
STU1616,64,69,57,45,51,44,53,66,48,Average
STU1617,50,31,42,48,18,25,47,40,32,Weak
STU1618,66,65,59,66,59,42,48,55,59,Average
STU1619,79,60,76,75,63,75,63,78,61,Good
STU1620,61,56,53,54,66,62,66,65,64,Average
STU1621,88,66,83,81,68,70,81,66,82,Good
STU1622,69,51,62,51,56,42,60,54,56,Average
STU1623,71,59,53,57,60,42,49,52,64,Average
STU1624,89,63,83,67,72,65,82,77,72,Good
STU1625,38,47,33,32,38,39,24,34,24,Weak
STU1626,93,96,96,84,89,75,87,85,93,Excellent
STU1627,54,37,31,44,34,42,43,33,33,Weak
STU1628,63,69,58,50,56,44,52,69,59,Average
STU1629,43,47,37,46,45,45,42,47,36,Weak
STU1630,89,68,72,84,60,61,73,63,75,Good
STU1631,37,25,35,43,33,21,47,32,30,Weak
STU1632,94,81,82,79,77,59,69,74,77,Good
STU1633,86,74,77,82,74,80,70,80,62,Good
STU1634,88,73,77,76,83,66,60,80,70,Good
STU1635,52,43,41,38,35,26,40,47,45,Weak
STU1636,60,63,67,61,46,65,44,46,44,Average
STU1637,65,57,69,66,57,55,44,57,55,Average
STU1638,91,97,100,87,98,99,86,75,83,Excellent
STU1639,85,70,77,75,77,80,74,62,80,Good
STU1640,72,56,65,68,60,54,49,63,51,Average
STU1641,75,64,53,53,62,52,66,65,49,Average
STU1642,72,61,67,49,63,60,58,53,43,Average
STU1643,92,68,70,75,84,63,65,74,70,Good
STU1644,67,47,68,47,42,63,60,62,58,Average
STU1645,87,62,65,68,84,70,76,72,61,Good
STU1646,63,48,38,42,36,39,33,41,36,Weak
STU1647,84,78,65,66,75,69,67,79,61,Good
STU1648,87,65,70,73,75,68,66,71,69,Good
STU1649,79,62,67,53,56,43,49,53,54,Average
STU1650,63,61,63,59,44,64,61,49,64,Average
STU1651,74,62,62,46,54,43,51,57,51,Average
STU1652,83,67,67,80,73,66,80,72,62,Good
STU1653,42,23,43,32,29,19,27,47,41,Weak
STU1654,91,76,86,87,84,95,100,88,96,Excellent
STU1655,60,44,50,37,37,26,40,36,30,Weak
STU1656,72,51,57,67,47,42,67,47,59,Average
STU1657,94,64,83,83,74,73,68,65,74,Good
STU1658,62,67,61,61,60,45,45,51,60,Average
STU1659,75,59,69,52,60,47,59,60,61,Average
STU1660,76,57,60,51,51,41,45,69,47,Average
STU1661,65,69,64,58,65,50,67,63,43,Average
STU1662,95,80,93,98,93,95,99,98,84,Excellent
STU1663,67,63,67,60,63,46,50,57,42,Average
STU1664,67,68,69,48,44,42,63,57,49,Average
STU1665,30,46,35,25,24,26,40,28,44,Weak
STU1666,62,37,50,23,22,23,44,36,20,Weak
STU1667,75,47,67,59,44,59,55,60,58,Average
STU1668,94,82,82,82,81,71,77,76,74,Excellent
STU1669,44,37,23,42,25,29,20,49,32,Weak
STU1670,63,43,27,48,47,34,34,32,18,Weak
STU1671,99,86,93,81,95,96,84,97,83,Excellent
STU1672,95,96,81,96,82,88,97,95,98,Excellent
STU1673,45,37,45,36,28,31,33,45,40,Weak
STU1674,66,46,53,61,48,64,46,49,61,Average
STU1675,87,83,84,87,86,79,87,99,79,Excellent
STU1676,88,96,81,85,91,75,95,81,78,Excellent
STU1677,75,83,68,68,77,68,60,71,68,Good
STU1678,65,60,49,67,59,49,65,68,58,Average
STU1679,92,81,77,81,64,68,66,71,76,Good
STU1680,52,41,38,49,43,16,43,23,20,Weak
STU1681,47,29,26,27,23,36,43,20,21,Weak
STU1682,58,40,45,33,26,41,32,31,27,Weak
STU1683,93,65,84,70,67,58,81,78,76,Good
STU1684,89,66,83,67,81,68,79,80,68,Good
STU1685,60,60,65,67,67,56,47,58,64,Average
STU1686,88,83,67,83,84,69,61,64,77,Good
STU1687,94,80,70,69,60,76,60,82,80,Good
STU1688,95,96,87,95,78,78,87,85,94,Excellent
STU1689,52,26,31,40,24,26,32,21,31,Weak
STU1690,43,33,35,26,36,16,27,37,46,Weak
STU1691,86,65,73,84,60,79,74,82,65,Good
STU1692,65,57,48,67,64,65,54,51,56,Average
STU1693,55,20,34,23,30,37,44,44,22,Weak
STU1694,91,100,80,95,100,80,100,90,91,Excellent
STU1695,62,59,50,67,43,40,50,53,64,Average
STU1696,77,55,54,53,42,53,61,50,48,Average
STU1697,61,48,68,61,42,49,60,59,51,Average
STU1698,71,68,63,53,56,56,55,62,43,Average
STU1699,92,66,77,79,84,80,81,62,70,Good
STU1700,89,90,90,100,83,83,90,98,85,Excellent
STU1701,75,76,69,66,84,81,68,65,76,Good
STU1702,86,90,87,90,98,95,95,97,87,Excellent
STU1703,77,54,63,64,46,52,59,61,50,Average
STU1704,58,23,37,46,37,38,41,34,28,Weak
STU1705,97,89,94,84,100,93,97,100,91,Excellent
STU1706,47,40,22,21,18,24,36,36,29,Weak
STU1707,76,68,50,55,58,62,67,47,49,Average
STU1708,66,58,61,48,57,63,63,45,58,Average
STU1709,90,90,95,87,84,80,93,94,93,Excellent
STU1710,73,55,61,51,42,65,66,57,61,Average
STU1711,94,63,75,66,73,69,76,73,71,Good
STU1712,73,68,49,56,67,60,57,48,49,Average
STU1713,93,97,94,92,100,91,93,76,97,Excellent
STU1714,32,42,31,27,19,18,31,35,36,Weak
STU1715,88,65,77,68,81,75,71,81,81,Good
STU1716,78,52,54,60,60,45,61,65,52,Average
STU1717,91,79,90,94,80,100,82,97,98,Excellent
STU1718,74,47,53,61,67,60,49,65,66,Average
STU1719,67,54,50,67,55,62,55,54,53,Average
STU1720,88,61,73,74,76,74,62,80,60,Good
STU1721,63,54,60,46,51,60,63,69,45,Average
STU1722,78,46,59,61,51,41,47,52,60,Average
STU1723,71,53,49,52,67,50,62,48,51,Average
STU1724,37,23,48,29,29,43,31,35,39,Weak
STU1725,71,62,54,64,65,62,48,53,42,Average
STU1726,65,66,59,66,53,49,64,50,58,Average
STU1727,65,68,66,54,65,47,62,68,47,Average
STU1728,66,68,48,62,65,64,61,56,57,Average
STU1729,94,88,99,89,87,100,88,97,79,Excellent
STU1730,82,82,71,72,60,78,61,79,74,Good
STU1731,76,79,67,83,77,79,77,75,67,Good
STU1732,96,95,89,99,94,85,79,100,81,Excellent
STU1733,72,52,51,54,60,57,46,63,64,Average
STU1734,90,60,76,66,80,65,77,77,64,Good
STU1735,87,78,67,72,71,59,70,73,77,Good
STU1736,86,61,69,71,83,69,75,69,68,Good
STU1737,79,72,69,75,69,77,72,70,80,Good
STU1738,89,69,71,72,62,72,75,65,80,Good
STU1739,78,70,76,69,82,78,75,74,72,Good
STU1740,81,67,77,80,63,65,75,82,69,Good
STU1741,96,100,84,95,78,83,89,79,99,Excellent
STU1742,62,49,49,58,43,52,48,54,54,Average
STU1743,73,55,57,50,45,60,42,51,65,Average
STU1744,64,63,57,55,66,54,47,59,46,Average
STU1745,93,69,76,68,77,73,67,65,82,Good
STU1746,78,64,67,73,80,75,70,64,82,Good
STU1747,88,63,73,77,77,72,69,77,71,Good
STU1748,76,69,65,71,76,73,62,75,69,Good
STU1749,76,50,69,48,58,48,45,51,64,Average
STU1750,92,82,94,94,85,90,96,85,79,Excellent
STU1751,55,35,44,34,30,29,44,23,33,Weak
STU1752,71,48,50,66,58,61,59,69,59,Average
STU1753,76,56,68,68,45,51,67,67,63,Average
STU1754,74,67,63,49,62,54,58,62,46,Average
STU1755,59,32,37,33,47,18,21,39,37,Weak
STU1756,36,44,31,40,21,41,19,21,22,Weak
STU1757,100,84,88,92,84,79,87,84,83,Excellent
STU1758,93,80,72,65,76,64,73,82,80,Good
STU1759,85,79,99,87,83,85,96,78,95,Excellent
STU1760,98,98,80,90,94,78,89,84,83,Excellent
STU1761,36,45,46,40,45,45,33,43,31,Weak
STU1762,79,50,69,69,46,63,62,62,56,Average
STU1763,93,60,65,77,62,67,80,64,68,Good
STU1764,87,65,77,84,79,69,72,63,80,Good
STU1765,75,67,53,63,62,52,58,67,50,Average
STU1766,86,93,98,86,99,84,87,94,86,Excellent
STU1767,99,76,83,98,94,79,84,92,98,Excellent
STU1768,36,36,26,23,25,27,21,25,42,Weak
STU1769,41,23,43,48,26,18,36,43,31,Weak
STU1770,84,84,83,76,77,74,70,64,82,Good
STU1771,89,68,79,67,81,76,72,73,79,Good
STU1772,91,72,65,74,74,64,81,79,75,Good
STU1773,56,47,37,46,24,31,46,37,29,Weak
STU1774,61,51,51,62,47,48,50,58,49,Average
STU1775,64,37,24,33,45,44,21,26,37,Weak
STU1776,86,61,75,78,81,80,75,81,65,Good
STU1777,99,98,80,86,89,84,82,86,95,Excellent
STU1778,96,86,86,97,79,84,92,86,94,Excellent
STU1779,83,78,71,66,65,75,65,74,78,Good
STU1780,86,74,78,70,77,62,77,64,62,Good
STU1781,94,93,82,91,93,91,84,87,79,Excellent
STU1782,91,98,96,99,83,93,82,84,86,Excellent
STU1783,93,80,70,68,83,60,62,65,64,Good
STU1784,90,77,91,87,90,78,91,88,90,Excellent
STU1785,91,63,72,81,62,74,68,63,72,Good
STU1786,94,70,79,75,82,60,62,73,64,Good
STU1787,66,57,56,69,62,52,53,57,65,Average
STU1788,67,66,63,57,44,42,65,49,52,Average
STU1789,69,54,67,46,44,47,52,57,48,Average
STU1790,80,68,84,66,77,73,71,68,66,Good
STU1791,40,25,48,42,44,28,23,25,19,Weak
STU1792,49,44,34,47,34,43,25,24,34,Weak
STU1793,77,59,52,51,59,45,63,65,46,Average
STU1794,84,74,74,80,71,75,82,62,75,Good
STU1795,87,76,81,92,86,90,82,97,98,Excellent
STU1796,88,98,92,86,87,89,98,80,82,Excellent
STU1797,63,40,34,45,33,45,36,28,46,Weak
STU1798,33,49,22,43,46,34,28,20,23,Weak
STU1799,60,65,54,50,55,41,45,55,56,Average
STU1800,60,47,50,51,42,64,52,50,61,Average
STU1801,87,76,97,91,87,79,86,76,79,Excellent
STU1802,69,62,59,48,63,60,58,59,47,Average
STU1803,32,29,24,33,43,43,38,32,43,Weak
STU1804,71,52,52,59,57,40,57,49,44,Average
STU1805,60,32,43,35,40,25,38,21,39,Weak
STU1806,65,58,58,52,49,40,62,51,47,Average
STU1807,87,96,100,99,85,100,91,92,93,Excellent
STU1808,69,66,63,48,61,52,63,49,63,Average
STU1809,58,35,25,47,33,20,31,40,18,Weak
STU1810,72,63,64,55,49,62,46,54,48,Average
STU1811,68,58,49,69,50,60,42,67,51,Average
STU1812,62,50,53,65,43,65,67,62,64,Average
STU1813,51,24,39,26,41,30,37,20,18,Weak
STU1814,75,80,84,77,68,72,62,75,82,Good
STU1815,86,72,77,65,83,67,62,65,75,Good
STU1816,91,78,79,80,74,59,70,62,74,Good
STU1817,63,55,52,47,54,49,52,62,43,Average
STU1818,84,77,71,71,62,69,66,78,60,Good
STU1819,99,76,88,86,81,94,95,95,81,Excellent
STU1820,87,60,67,80,81,61,82,77,78,Good
STU1821,78,66,58,57,61,44,62,48,45,Average
STU1822,88,95,97,97,93,83,95,96,79,Excellent
STU1823,71,51,62,51,63,65,62,61,57,Average
STU1824,78,53,61,61,46,41,61,60,55,Average
STU1825,60,47,54,59,60,59,43,63,50,Average
STU1826,64,62,63,48,53,46,55,67,53,Average
STU1827,91,69,74,75,76,62,72,71,68,Good
STU1828,63,48,65,53,66,57,55,69,56,Average
STU1829,84,74,68,82,77,74,71,68,75,Good
STU1830,32,38,37,49,27,20,30,29,35,Weak
STU1831,49,45,35,44,42,20,30,23,40,Weak
STU1832,79,49,55,56,43,51,46,66,46,Average
STU1833,38,29,51,20,47,17,47,37,29,Weak
STU1834,68,46,50,58,45,64,60,57,48,Average
STU1835,52,28,21,48,39,23,29,31,32,Weak
STU1836,47,32,33,24,43,24,29,29,41,Weak
STU1837,76,64,71,70,81,80,62,74,62,Good
STU1838,65,55,64,54,53,56,45,46,52,Average
STU1839,77,65,51,52,61,53,53,66,62,Average
STU1840,92,70,72,66,84,72,68,80,79,Good
STU1841,78,49,58,59,49,58,64,52,60,Average
STU1842,69,51,56,45,60,44,60,45,56,Average
STU1843,36,45,51,31,25,19,27,47,38,Weak
STU1844,55,24,41,34,30,42,18,30,40,Weak
STU1845,86,92,100,95,90,81,78,100,93,Excellent
STU1846,65,46,64,50,55,57,47,54,65,Average
STU1847,68,52,57,61,64,65,47,58,63,Average
STU1848,66,56,50,58,63,58,64,60,48,Average
STU1849,93,87,100,88,87,95,100,83,92,Excellent
STU1850,72,46,66,46,44,45,44,54,65,Average
STU1851,48,22,37,26,26,34,29,24,20,Weak
STU1852,78,64,65,82,71,70,68,63,64,Good
STU1853,90,83,67,68,70,80,73,64,75,Good
STU1854,84,68,75,80,69,74,78,63,82,Good
STU1855,60,38,27,45,46,17,43,33,42,Weak
STU1856,89,77,97,88,83,97,98,99,78,Excellent
STU1857,84,65,76,68,72,74,67,81,62,Good
STU1858,41,21,43,33,39,37,47,24,26,Weak
STU1859,34,22,46,36,19,38,18,26,31,Weak
STU1860,96,85,81,87,86,77,79,81,82,Excellent
STU1861,34,39,32,40,46,34,46,25,37,Weak
STU1862,61,69,53,53,66,42,42,45,60,Average
STU1863,48,31,35,44,42,33,20,31,22,Weak
STU1864,66,57,62,66,44,60,61,49,65,Average
STU1865,60,52,65,64,57,57,61,56,54,Average
STU1866,54,33,51,49,41,30,32,31,26,Weak
STU1867,91,92,92,97,92,78,94,79,99,Excellent
STU1868,84,83,82,81,77,64,63,66,82,Good
STU1869,92,82,78,79,76,58,80,78,82,Good
STU1870,76,58,67,63,62,46,65,57,59,Average
STU1871,73,45,54,52,59,48,42,66,58,Average
STU1872,35,22,43,24,19,34,42,23,27,Weak
STU1873,85,75,81,80,66,73,62,77,67,Good
STU1874,87,91,100,97,88,78,93,91,86,Excellent
STU1875,79,69,49,53,62,45,44,64,47,Average
STU1876,75,64,70,77,61,72,74,74,73,Good
STU1877,66,58,57,61,55,47,45,60,65,Average
STU1878,56,44,46,39,35,28,35,24,43,Weak
STU1879,62,52,67,66,51,61,60,65,44,Average
STU1880,85,76,80,71,63,80,78,73,74,Good
STU1881,79,64,79,82,70,69,61,81,74,Good
STU1882,77,50,66,55,65,41,49,55,46,Average
STU1883,77,58,69,54,44,48,44,55,53,Average
STU1884,66,58,58,51,66,60,51,55,56,Average
STU1885,90,95,99,91,95,97,90,79,81,Excellent
STU1886,92,83,98,82,82,95,95,75,85,Excellent
STU1887,76,55,49,50,63,53,44,56,45,Average
STU1888,61,46,62,67,58,46,55,56,58,Average
STU1889,90,93,85,97,82,98,83,76,85,Excellent
STU1890,40,41,41,43,18,32,29,31,42,Weak
STU1891,36,42,40,21,28,36,27,22,37,Weak
STU1892,57,46,37,33,35,42,41,27,27,Weak
STU1893,37,23,46,23,22,15,34,21,25,Weak
STU1894,89,84,69,66,66,65,66,68,73,Good
STU1895,80,63,74,82,71,73,66,67,64,Good
STU1896,74,54,67,63,57,50,49,47,64,Average
STU1897,36,33,21,29,36,40,26,35,36,Weak
STU1898,75,57,57,69,61,53,53,69,60,Average
STU1899,44,35,46,27,27,45,21,38,36,Weak
STU1900,74,58,48,60,51,58,63,47,46,Average
STU1901,40,35,21,31,39,20,28,46,25,Weak
STU1902,59,21,28,34,19,43,18,29,19,Weak
STU1903,37,24,41,47,18,29,23,31,25,Weak
STU1904,61,46,20,30,37,15,47,27,22,Weak
STU1905,92,99,89,81,86,98,100,77,95,Excellent
STU1906,49,37,44,22,45,44,40,33,41,Weak
STU1907,85,75,72,71,70,60,76,75,65,Good
STU1908,64,52,49,59,53,56,42,59,55,Average
STU1909,75,53,48,61,54,60,67,65,46,Average
STU1910,92,93,92,80,97,99,92,88,85,Excellent
STU1911,91,68,67,75,71,67,76,78,70,Good
STU1912,78,66,78,71,83,65,60,83,63,Good
STU1913,41,43,22,32,37,45,23,30,40,Weak
STU1914,90,66,75,65,66,69,66,68,69,Good
STU1915,82,68,73,66,72,70,82,65,71,Good
STU1916,87,77,79,72,74,58,79,71,71,Good
STU1917,67,60,61,69,54,62,62,57,46,Average
STU1918,34,32,47,30,42,33,20,34,24,Weak
STU1919,62,57,54,49,64,57,63,52,58,Average
STU1920,60,58,64,54,53,55,55,60,49,Average
STU1921,84,76,82,84,75,74,75,80,67,Good
STU1922,83,63,76,76,82,74,74,70,66,Good
STU1923,86,84,71,82,74,63,71,72,79,Good
STU1924,90,98,84,97,93,82,97,96,88,Excellent
STU1925,86,80,70,84,64,80,68,77,81,Good
STU1926,82,79,83,78,66,62,77,63,70,Good
STU1927,60,66,59,46,59,46,67,61,63,Average
STU1928,88,83,71,67,65,77,61,78,71,Good
STU1929,76,54,50,64,59,52,53,61,45,Average
STU1930,69,55,53,50,50,54,43,48,46,Average
STU1931,67,66,59,65,49,58,44,62,62,Average
STU1932,78,59,53,60,49,55,59,64,57,Average
STU1933,41,32,29,26,31,37,18,36,21,Weak
STU1934,94,83,71,74,76,64,60,68,70,Good
STU1935,87,78,83,92,100,93,87,79,84,Excellent
STU1936,75,71,66,71,70,70,61,68,74,Good
STU1937,61,51,51,55,43,55,48,57,46,Average
STU1938,48,26,25,27,30,19,19,28,28,Weak
STU1939,55,26,44,26,36,20,28,48,28,Weak
STU1940,78,48,53,61,66,44,48,53,66,Average
STU1941,60,63,53,62,51,50,42,45,54,Average
STU1942,60,64,50,62,50,53,58,67,55,Average
STU1943,64,65,64,66,66,41,64,66,46,Average
STU1944,80,79,77,69,82,80,66,81,60,Good
STU1945,88,91,100,93,93,88,93,98,97,Excellent
STU1946,82,83,67,83,60,59,74,83,69,Good
STU1947,73,61,60,45,46,65,54,69,55,Average
STU1948,89,78,81,67,75,71,71,73,70,Good
STU1949,76,65,67,55,66,64,43,54,51,Average
STU1950,90,78,91,90,100,97,90,79,83,Excellent
STU1951,77,66,56,68,66,54,67,52,60,Average
STU1952,80,65,67,74,60,71,63,73,65,Good
STU1953,69,62,54,51,52,43,61,45,54,Average
STU1954,68,67,56,54,43,45,56,47,52,Average
STU1955,62,68,58,59,54,59,51,50,56,Average
STU1956,36,34,37,37,37,23,41,21,25,Weak
STU1957,70,51,53,54,46,50,42,46,65,Average
STU1958,76,80,84,68,71,79,79,79,60,Good
STU1959,85,98,93,83,82,85,100,87,93,Excellent
STU1960,61,60,53,58,42,56,52,63,44,Average
STU1961,79,76,71,74,70,60,79,71,69,Good
STU1962,89,69,74,83,60,81,69,63,76,Good
STU1963,66,51,67,53,63,41,55,61,42,Average
STU1964,48,23,47,27,30,18,26,28,39,Weak
STU1965,84,70,71,73,65,76,75,76,66,Good
STU1966,75,45,66,49,48,58,63,49,58,Average
STU1967,67,45,49,59,61,57,52,69,51,Average
STU1968,78,64,68,77,84,70,77,63,75,Good
STU1969,93,68,67,71,69,58,69,82,68,Good
STU1970,99,77,84,88,99,83,100,81,100,Excellent
STU1971,56,28,25,42,19,45,26,47,46,Weak
STU1972,93,65,69,66,68,71,63,65,80,Good
STU1973,55,23,35,40,45,18,47,35,39,Weak
STU1974,78,52,53,54,46,57,51,54,48,Average
STU1975,81,80,65,79,63,77,69,70,61,Good
STU1976,62,21,26,48,27,36,37,20,30,Weak
STU1977,90,74,81,80,72,68,76,78,61,Good
STU1978,95,84,82,96,92,83,87,82,98,Excellent
STU1979,77,49,53,61,52,59,57,53,43,Average
STU1980,88,78,82,88,99,97,89,84,79,Excellent
STU1981,59,41,25,37,19,44,19,29,33,Weak
STU1982,67,60,65,57,56,60,53,52,51,Average
STU1983,48,34,25,46,28,35,28,39,37,Weak
STU1984,39,21,45,49,26,28,36,29,40,Weak
STU1985,80,73,68,79,75,64,76,80,78,Good
STU1986,99,85,95,87,88,81,99,99,96,Excellent
STU1987,52,34,32,44,19,16,33,28,45,Weak
STU1988,83,72,66,72,68,73,61,67,81,Good
STU1989,64,53,48,53,51,62,45,47,51,Average
STU1990,98,80,91,92,94,90,80,76,88,Excellent
STU1991,62,62,67,59,55,41,58,66,49,Average
STU1992,100,92,98,87,85,77,80,86,99,Excellent
STU1993,91,73,83,73,80,69,64,72,79,Good
STU1994,89,73,75,84,67,61,71,69,65,Good
STU1995,86,75,80,84,79,61,70,74,68,Good
STU1996,83,72,80,70,69,70,66,80,78,Good
STU1997,87,80,66,74,81,70,68,62,73,Good
STU1998,79,59,48,61,65,52,56,60,57,Average
STU1999,70,52,67,47,53,59,57,58,57,Average
